CoreName,Latitude,Longitude,WaterDepth,ProxyValue,ProxyType,SSTLower2s,SSTMedian,SSTUpper2s,Species,Cleaning,Reference
odp_175-1078c,-11.921,13.4,426,0.778666675,uk,18.78228016,21.56675699,24.54735537,,NaN,https://doi.org/10.1029/2003GL017557
geob7926-2,20.2133,-18.4517,2500,0.736768782,uk,17.4933818,20.2874234,23.16566647,,NaN,https://doi.org/10.1016/j.epsl.2012.05.018
geob1711-4,-23.315,12.376667,1967,0.573166609,uk,12.62115562,15.39602304,18.15027304,,NaN,https://doi.org/10.1006/qres.1999.2040
rc11-238,-1.51333,-85.81667,2573,0.783399999,uk,18.88847035,21.69997899,24.67274241,,NaN,https://doi.org/10.1029/2003PA000894
vm19-27,-0.46667,-82.06667,1373,0.870680034,uk,21.65395036,24.6393005,28.95438072,,NaN,https://doi.org/10.1029/2003PA000894
vm21-30,-1.217,-89.683,617,0.840571404,uk,20.65531522,23.54924532,27.19557357,,NaN,https://doi.org/10.1029/2008PA001593
vm19-30,-3.383,-83.52,3091,0.737837553,uk,17.47515101,20.33460445,23.15139427,,NaN,https://doi.org/10.1029/2008PA001593
vm19-28,-2.3667,-84.65,2720,0.770473659,uk,18.51830438,21.31087652,24.22878788,,NaN,https://doi.org/10.1029/2012PA002378
odp_202-1233,-41.00008,-74.44986,838,0.367074043,uk,6.569518375,9.298064562,12.03144933,,NaN,https://doi.org/10.1016/j.epsl.2007.04.040
md01-2414,53.1962,149.58,1123,0.215555564,uk,2.153201728,4.871142533,7.568077831,,NaN,https://doi.org/10.1029/2018PA003388
tr163-22,0.515,-92.398,2830,0.796999991,uk,19.31548285,22.14678655,25.25368275,,NaN,https://doi.org/10.1029/2009PA001781
md02-2529,8.2055,-84.122,1619,0.901333272,uk,22.62240234,25.8575626,30.96044196,,NaN,https://doi.org/10.1038/nature05578
md03-2607,-36.9607,137.4065,865,0.337777764,uk,5.678942224,8.414018964,11.15129693,,NaN,https://doi.org/10.1002/palo.20035
md02-2515,27.4835,-112.0743333,881,0.685077608,uk,15.93974586,18.73673077,21.57384241,,NaN,https://doi.org/10.1029/2011PA002226
pc6,40.4,143.5,2215,0.480952322,uk,9.869390057,12.64407746,15.41290199,,NaN,https://doi.org/10.1016/j.palaeo.2007.06.022
geob7165-1,-36.542,-73.667,797,0.414149344,uk,7.919053993,10.6584043,13.41259156,,NaN,https://doi.org/10.1016/j.epsl.2008.04.043
md97-2120,-45.534,174.9308,1210,0.285866648,uk,4.20527162,6.923450229,9.610981858,,NaN,https://doi.org/10.1126/science.1084451
md97-2121,-40.38,177.99,3014,0.492894769,uk,10.23315625,12.98944197,15.74176534,,NaN,https://doi.org/10.1126/science.1084451
gik17940-2,20.11666667,117.3833333,1727,0.805499971,uk,19.5608577,22.40163093,25.56086232,,NaN,https://doi.org/10.1029/1998PA900015
gik17961-2,8.506666667,112.3316667,1795,0.891400039,uk,22.3053967,25.44329146,30.33567005,,NaN,https://doi.org/10.1029/1998PA900015
gik17964-2,6.158333,112.213333,1556,0.894000053,uk,22.36854966,25.55047205,30.54239535,,NaN,https://doi.org/10.1029/1998PA900015
w8709a-8pc,42.242,-127.678,3111,0.265749991,uk,3.569721328,6.288561219,9.00772575,,NaN,https://doi.org/10.1029/95PA01394
jr244-gc528,-53.013,-58.0405,598,0.405416071,uk,7.6603758,10.40812787,13.16820124,,NaN,https://doi.org/10.1073/pnas.1511252113
md03-2699,39.0367,-10.6605,1865,0.534952402,uk,11.44999531,14.22773145,17.00180816,,NaN,https://doi.org/10.1016/j.quascirev.2010.04.004
geob3359-3,-35.216,-72.808,678,0.45863533,uk,9.239260274,11.97231935,14.75677602,,NaN,https://doi.org/10.1016/j.yqres.2005.07.003
m35003-4,12.09,-61.243,1299,0.866230726,uk,21.4243735,24.44505096,28.60457204,,NaN,https://doi.org/10.1038/990069
kt92-17_st14,31.9,137.8,3252,0.758400023,uk,18.102497,20.94239084,23.828994,,NaN,https://doi.org/10.1038/33391
geob6518-1,-5.5883,11.2217,962,0.790000021,uk,19.10894344,21.89961882,24.90266951,,NaN,https://doi.org/10.1038/nature03945
odp_167-1017e,34.535,-121.107,955,0.407524198,uk,7.734912715,10.46008927,13.20270372,,NaN,https://doi.org/10.1029/2002GL015200
md97-2146,20.117,117.384,1720,0.860070169,uk,21.26228663,24.22253053,28.19167257,,NaN,https://doi.org/10.1016/j.jseaes.2010.09.013
md94-103,-45.583333,86.516667,3560,0.418649197,uk,8.061151072,10.8139297,13.55703372,,NaN,https://doi.org/10.1016/j.epsl.2005.09.032
u938,-45.075,179.4983,2700,0.298999965,uk,4.573851924,7.287402457,10.01977258,,NaN,https://doi.org/10.1029/2001PA000640
md01-2390,6.6353,113.409,1545,0.922428608,uk,23.3179586,26.7204773,32.22770038,,NaN,https://doi.org/10.1016/j.quascirev.2007.12.003
p178-15p,11.955,44.3,869,0.907500029,uk,22.81394002,26.09343769,31.20262396,,NaN,https://doi.org/10.1038/ngeo2603
oc437-07_gc27,30.87983,-10.51466,1258,0.579599977,uk,12.77962868,15.56710533,18.31148865,,NaN,https://doi.org/10.1126/sciadv.1601503
oc437-07_gc37,26.81595,-15.44693,2771,0.569249988,uk,12.46387571,15.24966133,18.03954489,,NaN,https://doi.org/10.1126/sciadv.1601503
oc437-07_gc49,23.20617,-17.38677,2303,0.597374976,uk,13.31550771,16.10700013,18.87922783,,NaN,https://doi.org/10.1126/sciadv.1601503
oc437-07_gc68,19.363,-17.32272,1396,0.774040461,uk,18.62819779,21.4192565,24.33343393,,NaN,https://doi.org/10.1126/sciadv.1601503
odp_176-1014,32.8332,-119.981,1165,0.558600008,uk,12.18190404,14.93743093,17.72806189,,NaN,https://doi.org/10.1016/j.quascirev.2006.07.014
odp_176-1016c,34.5382,-122.276,3835,0.416000009,uk,7.947659807,10.7112821,13.46909461,,NaN,https://doi.org/10.1016/j.quascirev.2006.07.014
md97-2151,8.728,109.869,1598,0.888716698,uk,22.17248163,25.31411549,30.07308334,,NaN,https://doi.org/10.5194/cp-9-2777-2013
odp108-658c,20.749,-18.5808,2273,0.701999962,uk,16.46487036,19.23391871,22.06461085,,NaN,https://doi.org/10.1029/94PA03354
BOFS19K,41.071,-20.777,3805,0.486,uk,10.0369169,12.76579516,15.51191003,,NaN,https://doi.org/10.1594/PANGAEA.103070
BOFS30K,19.746,-20.724,3580,0.684,uk,15.9052094,18.70163829,21.49348397,,NaN,https://doi.org/10.1594/PANGAEA.103070
BOFS31K,18.997,-20.162,3300,0.654,uk,14.99900332,17.79324268,20.61002782,,NaN,https://doi.org/10.1029/96PA00041
BOFS5K,50.687,-21.863,3547,0.503,uk,10.51396587,13.28341993,16.06369267,,NaN,https://doi.org/10.1594/PANGAEA.103070
BS79-38,38.4,13.6,1489,0.416,uk,7.985043155,10.73148779,13.48022461,,NaN,https://doi.org/10.1029/2000PA000502
CH84-04,36.46,142.14,2630,0.529,uk,11.29361464,14.04620024,16.80956923,,NaN,https://doi.org/10.1594/PANGAEA.103070
CH84-14,41.44,142.34,978,0.48,uk,9.863752468,12.595947,15.41687099,,NaN,https://doi.org/10.1594/PANGAEA.103070
CHAT 1K,-41.58,-171.5,3556,0.328,uk,5.421168267,8.12885456,10.88002861,,NaN,https://doi.org/10.1594/PANGAEA.103070
Core 934,48.54,150.68,2195,0.341,uk,5.797372365,8.518823578,11.25090109,,NaN,https://doi.org/10.1594/PANGAEA.103070
DSDP 619,27.19,-91.41,2259,0.655,uk,15.04467463,17.82240211,20.63320833,,NaN,https://doi.org/10.1016/0016-7037(93)90477-E
F2-92-P3,35.623,-121.438,799,0.461,uk,9.349029121,12.04389833,14.81853353,,NaN,https://doi.org/10.1594/PANGAEA.59532
F2-92-P34,35.031,-121.226,610,0.385,uk,7.099518431,9.81024947,12.54223185,,NaN,https://doi.org/10.1594/PANGAEA.713264
Fr10-95 GC11,-17.65,115,2458,0.8954,uk,22.36358735,25.6007055,30.59918986,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95 GC20,-24.75,111.83,841,0.8294,uk,20.29533378,23.17542763,26.61842711,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95 GC5,-14.01,121.03,2472,0.9185,uk,23.16544452,26.56395218,31.88478127,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95-14,-20.05,112.67,997,0.882,uk,21.97680712,25.05482247,29.68850075,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95-17,-22.13,113.5,1093,0.8723,uk,21.62767154,24.71460642,29.07102557,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95-25,-28.73,113.37,1010,0.869,uk,21.57090714,24.56565707,28.78354258,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr10-95-29,-31,114.58,1220,0.8822,uk,21.9781148,25.0870661,29.77552064,,NaN,https://doi.org/10.1594/PANGAEA.103070
Fr2-96-27,-18.57,116.27,1024,0.9383,uk,23.83917203,27.44974362,33.15470796,,NaN,https://doi.org/10.1594/PANGAEA.103070
GC10 bis,-24.47,108.52,2852,0.8063,uk,19.56266676,22.40741035,25.57679394,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1008-3,-6.582,10.318,3124,0.788,uk,19.01117794,21.85337537,24.89001729,,NaN,https://doi.org/10.1594/PANGAEA.54888
GeoB1016-3,-11.77,11.681,3411,0.795,uk,19.20432461,22.07076572,25.12541304,,NaN,https://doi.org/10.1594/PANGAEA.54599
GeoB1028-5,-20.104,9.185,2209,0.622,uk,14.02561186,16.84638484,19.66392698,,NaN,https://doi.org/10.1016/S0031-0182(97)00018-7
GeoB1032-3,-22.915,6.036,2505,0.651,uk,14.89271094,17.68852385,20.47611365,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1041-3,-3.475,-7.6,4033,0.806,uk,19.53522471,22.41986767,25.53987626,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1105-4,-1.665,-12.428,3225,0.832,uk,20.33259211,23.26220068,26.69450436,,NaN,https://doi.org/10.1594/PANGAEA.54864
GeoB1117-2,-3.815,-14.896,3894,0.866,uk,21.42251377,24.45737564,28.6122874,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1401-4,-6.926,9.005,3952,0.803,uk,19.47219525,22.32705292,25.4556431,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1706-2,-19.561,11.175,980,0.612,uk,13.74430931,16.53723475,19.31932288,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB1710-3,-23.431,11.698,2987,0.55,uk,11.91953743,14.69133248,17.46719372,,NaN,https://doi.org/10.1006/qres.1999.2040
GeoB1712-4,-23.256,12.808,998,0.626,uk,14.1623171,16.96298093,19.76122432,,NaN,https://doi.org/10.1006/qres.1999.2040
GeoB1722-1,-29.45,11.75,3973,0.595,uk,13.22370893,16.02303837,18.78574484,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB2107-3,-27.176,-46.451,1048,0.721,uk,17.02508816,19.8140732,22.65693247,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB2109,-27.91,-45.88,2513,0.754,uk,18.01856176,20.816021,23.69854717,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB2125-1,-20.823,-39.863,1503,0.839,uk,20.60235438,23.50134009,27.12336612,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB2303-2,-5.19,10.366,2494,0.793,uk,19.20649517,21.99656501,25.03654678,,NaN,https://doi.org/10.1594/PANGAEA.103070
GeoB3005-1,14.971,54.37,2316,0.859,uk,21.23316625,24.20934297,28.18455879,,NaN,https://doi.org/10.1594/PANGAEA.804466
GeoB3007-1,16.168,59.761,1920,0.872,uk,21.64495691,24.70359288,29.11652277,,NaN,https://doi.org/10.1594/PANGAEA.804466
GeoB3603-2,-35.125,11.54,2840,0.645,uk,14.74391901,17.5179787,20.340515,,NaN,https://doi.org/10.1594/PANGAEA.54908
GIK16969-1,9.058,-85.625,3387,0.892,uk,22.30353209,25.49100964,30.34930209,,NaN,https://doi.org/10.1594/PANGAEA.103070
KH92-1-5cBX,3.53,141.87,2282,0.974,uk,25.04764122,29.10498352,35.25168731,,NaN,https://doi.org/10.1029/94GL01991
KH94-4 TSP-2PC,-48.13,146.87,2321,0.34,uk,5.715757558,8.473618428,11.23223896,,NaN,https://doi.org/10.1029/97GL00429
KNR176-JPC32,4.6665,-77.96333333,2200,0.88,uk,21.87473984,24.97933212,29.46898756,,NaN,https://doi.org/10.1029/2007PA001468
KS82-30,36.452,-3.897,795,0.476,uk,9.738694407,12.4788973,15.23553077,,NaN,https://doi.org/10.1016/S0031-0182(00)00053-5
KT94-15 PC-9,39.5727,139.4068,807,0.653,uk,15.01825955,17.7689489,20.60014398,,NaN,https://doi.org/10.1016/S0146-6380(00)00151-0
L13-81-G138,38.413,-123.97,2531,0.305,uk,4.753443841,7.464181022,10.19638113,,NaN,https://doi.org/10.1594/PANGAEA.713267
LPAZ-021PG,22.98389,-109.4667,624,0.784,uk,18.90949512,21.72766946,24.67132166,,NaN,https://doi.org/10.1126/science.1059209
GIK16415-2,9.567,-19.095,3845,0.824,uk,20.12970385,22.9965206,26.33274387,,NaN,https://doi.org/10.1038/320129a0
GIK16772-1,-1.34,-11.973,3911,0.807,uk,19.63554675,22.46451683,25.71211105,,NaN,https://doi.org/10.1594/PANGAEA.103070
GIK16776-1,3.735,-11.3983,4242,0.804,uk,19.48518182,22.36324839,25.500703,,NaN,https://doi.org/10.1594/PANGAEA.103070
GIK17045-3,52.425,-16.665,3663,0.321,uk,5.161413182,7.911642366,10.66965807,,NaN,https://doi.org/10.1594/PANGAEA.103070
GIK17049-6,55.26,-26.725,3331,0.351,uk,6.079142855,8.808532424,11.51999434,,NaN,https://doi.org/10.1594/PANGAEA.103070
GIK23415-9,53.178,-19.145,2472,0.437,uk,8.577739288,11.321605,14.10546107,,NaN,https://doi.org/10.1594/PANGAEA.103070
M40/4_SL67,34.808,27.287,2158,0.44,uk,8.673070525,11.42112795,14.14606213,,NaN,https://doi.org/10.1191/0959683603hl622ed
M40/4_SL71,34.806,23.186,2788,0.361,uk,6.387089421,9.116906644,11.83589604,,NaN,https://doi.org/10.1191/0959683603hl622ed
M40/4_SL78,37.0367,13.1897,467,0.46,uk,9.283170895,11.99563358,14.76312129,,NaN,https://doi.org/10.1191/0959683603hl622ed
M40/4_SL87,38.989,4.023,1913,0.44,uk,8.636660092,11.39612361,14.17968646,,NaN,https://doi.org/10.1191/0959683603hl622ed
MD76-131,15.883,72.567,1230,0.895,uk,22.40377237,25.5727173,30.53210057,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD76-135,14.443,50.53,1895,0.875,uk,21.73456812,24.80848915,29.281922,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-169,10.217,95.05,2360,0.92,uk,23.23131514,26.6351345,32.12566345,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-176,14.517,93.133,1375,0.953,uk,24.34543377,28.14314311,34.00999551,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-180,18.46666667,89.85,1986,0.932,uk,23.60234021,27.16994233,32.77395484,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-181,17.4,90.48333333,2271,0.927,uk,23.47138547,26.97966551,32.4983283,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-191,7.502,76.717,1254,0.915,uk,23.05742716,26.41591582,31.6787818,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-194,10.467,75.233,1222,0.931,uk,23.57216247,27.13095778,32.70982641,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-195,11.5,74.367,1426,0.917,uk,23.13572878,26.48413313,31.89261029,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-202,19.222,60.682,2427,0.825,uk,20.16702705,23.04562875,26.40509519,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD77-203,20.698,59.568,2442,0.806,uk,19.53893112,22.4145189,25.46963038,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD79-254,-17.883,38.667,1934,0.896,uk,22.47655428,25.6041626,30.54377547,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD79-256,-19.58333333,37.03333333,1222,0.901,uk,22.57781802,25.82617953,30.89036443,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
MD85-668,0.0167,46.033,4020,0.906,uk,22.79014011,26.0355476,31.18505469,,NaN,https://doi.org/10.1038/385707a0
MD85-674,3.1833,50.433,4875,0.913,uk,22.97606019,26.31519964,31.62148323,,NaN,https://doi.org/10.1038/385707a0
MD90-963,5.0667,73.8833,2446,0.93,uk,23.50858251,27.05161462,32.6608372,,NaN,https://doi.org/10.1029/94PA00860
MD95-2037,37.087,-32.031,2630,0.559,uk,12.15832229,14.9476711,17.71685106,,NaN,https://doi.org/10.1016/S0012-821X(01)00316-8
MD96-2077,-33.168,31.246,3781,0.76,uk,18.20680365,20.99768747,23.92719501,,NaN,https://doi.org/10.1594/PANGAEA.103070
ODP 1018,36.989433,-123.2755,2477,0.308,uk,4.795436072,7.531671095,10.28482526,,NaN,https://doi.org/10.1029/2009PA001836
ODP 1019C,41.682,-124.932,946.9,0.285,uk,4.1287195,6.871427714,9.665875775,,NaN,https://doi.org/10.1016/S0146-6380(00)00066-8
ODP 662,-1.3902,-11.7392,3824,0.777,uk,18.68490369,21.51547675,24.49366724,,NaN,https://doi.org/10.1126/science.1185435
ODP 722,16.6218,59.7953,2033,0.866,uk,21.4396103,24.45655682,28.69871023,,NaN,https://doi.org/10.1130/G23666A.1
ODP 723,18.07,57.61,816,0.835,uk,20.48348613,23.37260105,26.8555833,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
ODP 846,-3.095,-90.818,3307,0.739,uk,17.49003423,20.3467115,23.19834075,,NaN,https://doi.org/10.1126/science.1120395
ODP 847,0.193,-95.32,3355,0.753,uk,17.942727,20.78145848,23.68089428,,NaN,https://doi.org/10.1594/PANGAEA.103070
ODP 893A,34.287,-120.036,576,0.491,uk,10.16990047,12.93749493,15.71066764,,NaN,https://doi.org/10.1594/PANGAEA.103070
ODP 967D,34.071,32.726,2551,0.424,uk,8.199618824,10.95433253,13.71754783,,NaN,https://doi.org/10.1191/0959683603hl622ed
ODP 977A,36.0317,-1.95528,1984,0.412,uk,7.884950751,10.61246933,13.3626254,,NaN,https://doi.org/10.1126/science.1101706
ODP 1012,32.28278,-118.3836,1783,0.545,uk,11.77659899,14.54099434,17.33356161,,NaN,https://doi.org/10.1126/science.1059209
ODP 1020,41.0085,-126.434,3039,0.249,uk,3.136472307,5.817515207,8.550777967,,NaN,https://doi.org/10.1126/science.1059209
ODP 1143,9.361933,113.285133,2772.3,0.916,uk,23.06247907,26.43631567,31.7586585,,NaN,https://doi.org/10.1016/j.epsl.2011.04.016
ODP 1146,19.4567,116.272917,2091.5,0.818,uk,19.94946846,22.82947844,26.04769405,,NaN,https://doi.org/10.1126/science.1185435
ODP 1239A,-0.672,-82.08083,1414.7,0.781,uk,18.79336595,21.64053593,24.58810375,,NaN,https://doi.org/10.1016/j.palaeo.2013.03.022
PC17,21.37,-158.2,478,0.831,uk,20.31377527,23.24287588,26.64850122,,NaN,https://doi.org/10.1029/1999PA000493
PC20,21.33,-158.17,488,0.848,uk,20.87378688,23.78524718,27.56176797,,NaN,https://doi.org/10.1029/1999PA000493
R657,-42.38,179.49,1408,0.345,uk,5.891814382,8.636350837,11.39851267,,NaN,https://doi.org/10.1029/2001PA000640
SO50-31KL,18.75,115.88,3360,0.804,uk,19.48682533,22.36122299,25.48931455,,NaN,https://doi.org/10.1594/PANGAEA.103070
SO90-93KL,23.588,64.216,1802,0.826,uk,20.19674961,23.05605464,26.42650339,,NaN,https://doi.org/10.1594/PANGAEA.103070
SO93-126KL,19.97333,90.03383,1253,0.934,uk,23.6982628,27.25578944,32.92439265,,NaN,https://doi.org/10.1130/0091-7613(2001)029%3C0063:MAAOCC%3E2.0.CO;2
SU90-03,40.505,-32.053,2475,0.509,uk,10.72092359,13.46138448,16.22365824,,NaN,https://doi.org/10.1594/PANGAEA.103070
SU90-08,43.353,-30.408,3100,0.39,uk,7.236891076,9.958313838,12.71440188,,NaN,https://doi.org/10.1016/S0016-7037(98)00180-X
SU90-39,52.566,-21.94,3955,0.383,uk,7.003424795,9.728884341,12.46261404,,NaN,https://doi.org/10.1016/S0016-7037(98)00180-X
SU94-20bK,25.02,-16.65,1445,0.631,uk,14.33191443,17.09470652,19.91412788,,NaN,https://doi.org/10.1016/S0146-6380(00)00021-8
T88-9P,48.4,-25.08,3193,0.229,uk,2.547214632,5.236995079,7.966573915,,NaN,https://doi.org/10.1029/96PA03120
TG7,-17.23,-78.11,3120,0.631,uk,14.36060535,17.11694,19.92058535,,NaN,https://doi.org/10.1594/PANGAEA.103070
TN057-06PC4,-42.91,8.9,3571,0.394,uk,7.360944324,10.07384418,12.80493032,,NaN,https://doi.org/10.1098/rsta.2013.0054
TN057-21PC2,-41.13,7.81,4981,0.537,uk,11.5424961,14.29557431,17.0811519,,NaN,https://doi.org/10.1098/rsta.2013.0054
TY93905P,10.7,51.93,1586,0.898,uk,22.4949928,25.71280556,30.80076246,,NaN,https://doi.org/10.1016/S0277-3791(97)00099-1
TY93929P,13.7,53.3,2490,0.876,uk,21.75226844,24.81967238,29.35855611,,NaN,https://doi.org/10.1016/S0967-0645(97)00008-8
U939,-42.53,179.3,1300,0.287,uk,4.197098981,6.924454903,9.667473938,,NaN,https://doi.org/10.1029/2001PA000640
V1-81-G15,33.346,-120.429,1430,0.487,uk,10.06135673,12.82620264,15.59405589,,NaN,https://doi.org/10.1594/PANGAEA.713268
W268,-42.51,178.58,980,0.436,uk,8.556039216,11.31939105,14.05750016,,NaN,https://doi.org/10.1029/2001PA000640
W8402A-14GC,0.953,-138.955,4287,0.926,uk,23.45729051,26.91040325,32.42220005,,NaN,https://doi.org/10.1029/PA004i005p00495
W8709A-01BC,41.542,-131.262,3680,0.319,uk,5.127076005,7.850603252,10.59597076,,NaN,https://doi.org/10.1594/PANGAEA.713279
W8709A-13TC,42.117,-129.75,2726,0.242,uk,2.947309667,5.639405,8.336103527,,NaN,https://doi.org/10.1594/PANGAEA.713270
W8809A-21GC,41.77,-126.907,2799,0.325,uk,5.289706802,8.041964168,10.81600888,,NaN,https://doi.org/10.1594/PANGAEA.713273
W8809A-29GC,41.803,-129.005,3288,0.262,uk,3.482576094,6.203567278,8.921451946,,NaN,https://doi.org/10.1594/PANGAEA.713274
W8809A-48GC,41.33,-132.67,3670,0.277,uk,3.914323877,6.623139232,9.400048552,,NaN,https://doi.org/10.1594/PANGAEA.103070
W8809A-53GC,42.745,-126.258,2408,0.288,uk,4.209572647,6.950826893,9.704938341,,NaN,https://doi.org/10.1594/PANGAEA.713276
